event_id,bracket_bundle_id,match_id
19787,1211090,10584564
19787,1211090,10584565
19787,1211090,10584566
19787,1211090,10584567
19787,1211089,10558545
19787,1211089,10558546
19787,1211089,10558547
19787,1211089,10558548
19787,1211089,10558549
19787,1211089,10558550
19787,1211089,10558551
19787,1211089,10558552
19787,1211084,10536759
19787,1211084,10536760
19787,1211084,10536761
19787,1211084,10536762
19787,1211084,10536763
19787,1211084,10536764
19787,1211084,10536765
19787,1211084,10536766
19787,1211084,10536767
19787,1211084,10536768
19787,1211084,10536769
19787,1211084,10536770
19787,1211084,10536771
19787,1211084,10536772
19787,1211084,10536773
19787,1211084,10536774
19787,1211088,10570887
19787,1211088,10570888
19787,1211088,10570889
19787,1211088,10570890
19787,1211088,10570891
19787,1211088,10570892
19787,1211088,10570893
19787,1211088,10570894
19787,1211088,10570895
19787,1211088,10570896
19787,1211088,10570897
19787,1211088,10570898
19787,1211088,10570899
19787,1211088,10570900
19787,1211088,10570901
19787,1211088,10570902
19787,1211088,10570903
19787,1211088,10570904
19787,1211088,10570905
19787,1211088,10570906
19787,1211088,10570907
19787,1211088,10570908
19787,1211088,10570909
19787,1211088,10570910
19787,1211088,10570911
19787,1211088,10570912
19787,1211088,10570913
19787,1211088,10570914
19787,1211088,10570915
19787,1211088,10570916
19787,1211088,10570917
19787,1211088,10570918
19787,1211096,10585824
19787,1211096,10585825
19787,1211096,10585829
19787,1211096,10585830
19787,1211096,10585831
19787,1211096,10585832
19787,1211096,10585833
19787,1211096,10585834
19787,1211096,10585835
19787,1211096,10585836
19787,1211096,10585837
19787,1211096,10585838
19787,1211096,10585839
19787,1211096,10585840
19787,1211096,10585841
19787,1211096,10585842
19787,1211096,10585843
19787,1211096,10585844
19787,1211096,10585845
19787,1211096,10585846
19787,1211096,10585847
19787,1211096,10585848
19787,1211096,10585849
19787,1211096,10585850
19787,1211096,10585851
19787,1211096,10585852
19787,1211096,10585853
19787,1211096,10585854
19787,1211096,10585855
19787,1211096,10585856
19787,1211096,10585857
19787,1211096,10585858
19787,1211085,10536775
19787,1211085,10536776
19787,1211085,10536777
19787,1211085,10536778
19787,1211085,10536779
19787,1211085,10536780
19787,1211085,10536781
19787,1211085,10536782
19787,1211091,10536847
19787,1211091,10536848
19787,1211091,10536849
19787,1211091,10536850
19787,1211091,10536851
19787,1211091,10536852
19787,1211091,10536853
19787,1211091,10536854
19787,1218311,10592375
19787,1218311,10592376
19787,1218311,10592377
19787,1218311,10592378
19787,1218311,10592379
19787,1218311,10592380
19787,1218311,10592381
19787,1218311,10592382
19787,1218311,10592383
19787,1218311,10592384
19787,1218311,10592385
19787,1218311,10592386
19787,1218311,10592387
19787,1218311,10592388
19787,1218311,10592389
19787,1218311,10592390
19787,1218311,10592391
19787,1218311,10592392
19787,1218311,10592393
19787,1218311,10592394
19787,1218311,10592395
19787,1218311,10592396
19787,1218311,10592397
19787,1218311,10592398
19787,1218311,10592399
19787,1218311,10592400
19787,1218311,10592401
19787,1218311,10592402
19787,1218311,10592403
19787,1218311,10592404
19787,1218311,10592405
19787,1218311,10592406
19787,1218311,10592407
19787,1218311,10592408
19787,1218311,10592409
19787,1218311,10592410
19787,1218311,10592411
19787,1218311,10592412
19787,1218311,10592413
19787,1218311,10592414
19787,1218311,10592415
19787,1218311,10592416
19787,1218311,10592417
19787,1218311,10592418
19787,1218311,10592419
19787,1218311,10592420
19787,1218311,10592421
19787,1218311,10592422
19787,1218311,10592423
19787,1218311,10592424
19787,1218311,10592425
19787,1218311,10592426
19787,1218311,10592427
19787,1218311,10592428
19787,1218311,10592429
19787,1218311,10592430
19787,1218311,10592431
19787,1218311,10592432
19787,1218311,10592433
19787,1218311,10592434
19787,1218311,10592435
19787,1218311,10592436
19787,1218311,10592437
19787,1218311,10592438
19787,1218311,10592439
19787,1218311,10592440
19787,1218311,10592441
19787,1218311,10592442
19787,1218311,10592443
19787,1218311,10592444
19787,1218311,10592445
19787,1218311,10592446
19787,1218311,10592447
19787,1218311,10592448
19787,1218311,10592449
19787,1218311,10592450
19787,1218311,10592451
19787,1218311,10592452
19787,1218311,10592453
19787,1218311,10592454
19787,1218311,10592455
19787,1218311,10592456
19787,1218311,10592457
19787,1218311,10592458
19787,1218311,10592459
19787,1218311,10592460
19787,1218311,10592461
19787,1218311,10592462
19787,1218311,10592463
19787,1218311,10592464
19787,1218311,10592465
19787,1218311,10592466
19787,1218311,10592467
19787,1218311,10592468
19787,1218311,10592469
19787,1218311,10592470
19787,1218311,10592471
19787,1218311,10592472
19787,1218311,10592473
19787,1218311,10592474
19787,1218311,10592475
19787,1218311,10592476
19787,1218311,10592477
19787,1218311,10592478
19787,1218311,10592479
19787,1218311,10592480
19787,1218311,10592481
19787,1218311,10592482
19787,1218311,10592483
19787,1218311,10592484
19787,1218311,10592485
19787,1218311,10592486
19787,1218311,10592487
19787,1218311,10592488
19787,1218311,10592489
19787,1218311,10592490
19787,1218311,10592491
19787,1218311,10592492
19787,1218311,10592493
19787,1218311,10592494
19787,1218311,10592495
19787,1218311,10592496
19787,1218311,10592497
19787,1218311,10592498
19787,1218311,10592499
19787,1218311,10592500
19787,1218311,10592501
19787,1218311,10592502
19787,1211109,10536945
19787,1211109,10536946
19787,1211109,10536947
19787,1211109,10536948
19787,1211118,10581348
19787,1211118,10581349
19787,1211118,10581350
19787,1211118,10581351
19787,1211118,10581352
19787,1211118,10581353
19787,1211118,10581354
19787,1211118,10581355
19787,1211114,10536977
19787,1211114,10536978
19787,1211114,10536979
19787,1211114,10536980
19787,1211108,10536941
19787,1211108,10536942
19787,1211108,10536943
19787,1211108,10536944
19787,1211107,10580983
19787,1211107,10580984
19787,1211107,10580985
19787,1211107,10580986
19787,1211107,10580987
19787,1211107,10580988
19787,1211107,10580989
19787,1211107,10580990
19787,1211110,10584587
19787,1211110,10584588
19787,1211110,10584589
19787,1211110,10584590
19787,1211110,10584591
19787,1211110,10584592
19787,1211110,10584593
19787,1211110,10584594
19787,1211116,10586018
19787,1211116,10586019
19787,1211116,10586020
19787,1211116,10586021
19787,1211116,10586022
19787,1211116,10586023
19787,1211116,10586024
19787,1211116,10586025
19787,1211112,10536961
19787,1211112,10536962
19787,1211112,10536963
19787,1211112,10536964
19787,1211112,10536965
19787,1211112,10536966
19787,1211112,10536967
19787,1211112,10536968
19787,1211111,10536957
19787,1211111,10536958
19787,1211111,10536959
19787,1211111,10536960
19787,1211115,10572885
19787,1211115,10572886
19787,1211115,10572887
19787,1211115,10572888
19787,1211115,10572889
19787,1211115,10572890
19787,1211115,10572891
19787,1211115,10572892
19787,1211113,10536969
19787,1211113,10536970
19787,1211113,10536971
19787,1211113,10536972
19787,1211113,10536973
19787,1211113,10536974
19787,1211113,10536975
19787,1211113,10536976
19787,1211101,10536924
19787,1211106,10536929
19787,1211106,10536930
19787,1211106,10536931
19787,1211106,10536932
19787,1211104,10573197
19787,1211104,10573198
19787,1211104,10573199
19787,1211104,10573200
19787,1211102,10536925
19787,1211103,10536926
19787,1218118,10590646
19787,1218118,10590647
19787,1218118,10590648
19787,1218118,10590649
19787,1218118,10590650
19787,1218118,10590651
19787,1218118,10590652
19787,1218118,10590653
19787,1218118,10590654
19787,1218118,10590655
19787,1218118,10590656
19787,1218118,10590657
19787,1218118,10590658
19787,1218118,10590659
19787,1218118,10590660
19787,1218118,10590661
19787,1211172,10537357
19787,1211173,10537358
19787,1211174,10537359
19787,1211171,10537356
19787,1211170,10537355
19787,1211224,10537554
19787,1211225,10537555
19787,1211203,10537506
19787,1211203,10537507
19787,1211203,10537508
19787,1211203,10537509
19787,1211215,10580626
19787,1211215,10580627
19787,1211215,10580628
19787,1211215,10580629
19787,1211218,10537539
19787,1211218,10537540
19787,1211218,10537541
19787,1211218,10537542
19787,1211202,10581381
19787,1211202,10581382
19787,1211202,10581383
19787,1211202,10581384
19787,1210979,10535906
19787,1217503,10581925
19787,1211167,10537352
19787,1211164,10537349
19787,1211168,10537353
19787,1211166,10537351
19787,1211165,10537350
19787,1211163,10537345
19787,1211163,10537346
19787,1211163,10537347
19787,1211163,10537348
19787,1211221,10537545
19787,1211195,10537478
19787,1211214,10537532
19787,1211214,10537533
19787,1211214,10537534
19787,1211214,10537535
19787,1211207,10537519
19787,1211197,10537480
19787,1211208,10537520
19787,1211196,10537479
19787,1211194,10537470
19787,1211194,10537471
19787,1211194,10537472
19787,1211194,10537473
19787,1211194,10537474
19787,1211194,10537475
19787,1211194,10537476
19787,1211194,10537477
19787,1211209,10537521
19787,1211209,10537522
19787,1211209,10537523
19787,1211209,10537524
19787,1211206,10537518
19787,1211198,10537481
19787,1211198,10537482
19787,1211198,10537483
19787,1211198,10537484
19787,1211213,10537528
19787,1211213,10537529
19787,1211213,10537530
19787,1211213,10537531
19787,1211220,10537544
19787,1211217,10537538
19787,1211205,10537514
19787,1211205,10537515
19787,1211205,10537516
19787,1211205,10537517
19787,1211200,10537489
19787,1211200,10537490
19787,1211200,10537491
19787,1211200,10537492
19787,1211200,10537493
19787,1211200,10537494
19787,1211200,10537495
19787,1211200,10537496
19787,1211201,10537497
19787,1211201,10537498
19787,1211201,10537499
19787,1211201,10537500
19787,1211201,10537501
19787,1211201,10537502
19787,1211201,10537503
19787,1211201,10537504
19787,1211199,10537485
19787,1211199,10537486
19787,1211199,10537487
19787,1211199,10537488
19787,1217506,10582036
19787,1211204,10537510
19787,1211204,10537511
19787,1211204,10537512
19787,1211204,10537513
19885,1199570,10434756
19885,1199570,10434757
19885,1199570,10434758
19885,1199570,10434759
19885,1199570,10434760
19885,1199570,10434761
19885,1199570,10434763
19885,1199570,10434764
19885,1199570,10434765
19885,1199570,10434766
19885,1199570,10434762
19885,1199570,10434767
19885,1199566,10434692
19885,1199566,10434693
19885,1199566,10434694
19885,1199566,10434695
19885,1199566,10434696
19885,1199566,10434697
19885,1199566,10434699
19885,1199566,10434700
19885,1199566,10434701
19885,1199566,10434702
19885,1199566,10434698
19885,1199566,10434703
19885,1199571,10434768
19885,1199571,10434769
19885,1199571,10434770
19885,1199571,10434771
19885,1199571,10434772
19885,1199571,10434773
19885,1199571,10434774
19885,1199571,10434775
19885,1199571,10434776
19885,1199571,10434777
19885,1199571,10434778
19885,1199571,10434779
19885,1199571,10434783
19885,1199571,10434784
19885,1199571,10434785
19885,1199571,10434786
19885,1199571,10434787
19885,1199571,10434788
19885,1199571,10434789
19885,1199571,10434790
19885,1199571,10434780
19885,1199571,10434781
19885,1199571,10434791
19885,1199571,10434792
19885,1199571,10434793
19885,1199571,10434794
19885,1199571,10434782
19885,1199571,10434795
19885,1199555,10434240
19885,1199555,10434241
19885,1199555,10434242
19885,1199555,10434243
19885,1199555,10434244
19885,1199555,10434245
19885,1199555,10434246
19885,1199555,10434247
19885,1199555,10434248
19885,1199555,10434249
19885,1199555,10434250
19885,1199555,10434251
19885,1199555,10434255
19885,1199555,10434256
19885,1199555,10434257
19885,1199555,10434258
19885,1199555,10434259
19885,1199555,10434260
19885,1199555,10434261
19885,1199555,10434262
19885,1199555,10434252
19885,1199555,10434253
19885,1199555,10434263
19885,1199555,10434264
19885,1199555,10434265
19885,1199555,10434266
19885,1199555,10434254
19885,1199555,10434267
19885,1199557,10434328
19885,1199557,10434329
19885,1199557,10434330
19885,1199557,10434331
19885,1199557,10434332
19885,1199557,10434333
19885,1199557,10434334
19885,1199557,10434335
19885,1199557,10434336
19885,1199557,10434337
19885,1199557,10434338
19885,1199557,10434339
19885,1199557,10434343
19885,1199557,10434344
19885,1199557,10434345
19885,1199557,10434346
19885,1199557,10434347
19885,1199557,10434348
19885,1199557,10434349
19885,1199557,10434350
19885,1199557,10434340
19885,1199557,10434341
19885,1199557,10434351
19885,1199557,10434352
19885,1199557,10434353
19885,1199557,10434354
19885,1199557,10434342
19885,1199557,10434355
19885,1199569,10434744
19885,1199569,10434745
19885,1199569,10434746
19885,1199569,10434747
19885,1199569,10434748
19885,1199569,10434749
19885,1199569,10434751
19885,1199569,10434752
19885,1199569,10434753
19885,1199569,10434754
19885,1199569,10434750
19885,1199569,10434755
19885,1199573,10434808
19885,1199573,10434809
19885,1199573,10434810
19885,1199573,10434811
19885,1199562,10434564
19885,1199562,10434565
19885,1199562,10434566
19885,1199562,10434567
19885,1199562,10434568
19885,1199562,10434569
19885,1199562,10434571
19885,1199562,10434572
19885,1199562,10434573
19885,1199562,10434574
19885,1199562,10434570
19885,1199562,10434575
19885,1199561,10434504
19885,1199561,10434505
19885,1199561,10434506
19885,1199561,10434507
19885,1199561,10434508
19885,1199561,10434509
19885,1199561,10434510
19885,1199561,10434511
19885,1199561,10434512
19885,1199561,10434513
19885,1199561,10434514
19885,1199561,10434515
19885,1199561,10434516
19885,1199561,10434517
19885,1199561,10434518
19885,1199561,10434519
19885,1199561,10434520
19885,1199561,10434521
19885,1199561,10434522
19885,1199561,10434523
19885,1199561,10434524
19885,1199561,10434525
19885,1199561,10434526
19885,1199561,10434527
19885,1199561,10434535
19885,1199561,10434536
19885,1199561,10434537
19885,1199561,10434538
19885,1199561,10434539
19885,1199561,10434540
19885,1199561,10434541
19885,1199561,10434542
19885,1199561,10434543
19885,1199561,10434544
19885,1199561,10434545
19885,1199561,10434546
19885,1199561,10434547
19885,1199561,10434548
19885,1199561,10434549
19885,1199561,10434550
19885,1199561,10434528
19885,1199561,10434529
19885,1199561,10434530
19885,1199561,10434531
19885,1199561,10434551
19885,1199561,10434552
19885,1199561,10434553
19885,1199561,10434554
19885,1199561,10434555
19885,1199561,10434556
19885,1199561,10434557
19885,1199561,10434558
19885,1199561,10434532
19885,1199561,10434533
19885,1199561,10434559
19885,1199561,10434560
19885,1199561,10434561
19885,1199561,10434562
19885,1199561,10434534
